"filename" "count" "list"
"14" "MethodCallNode.java" 89 "14, 17, 487, 489, 1207, 1267, 1850, 1887, 1888, 3103, 5112, 5118, 5258, 5338, 5353, 5514, 5624, 5673, 5675, 6055, 6372, 6568, 6755, 6758, 6773, 6996, 7764, 7856, 8458, 8518, 8623, 8626, 8635, 8701, 9115, 9116, 9258, 9261, 9270, 9298, 9469, 9587, 9907, 9911, 10001, 10250, 10646, 10647, 11078, 11593, 11672, 11963, 12697, 12700, 13645, 13735, 14291, 14311, 14839, 15049, 15051, 15670, 15827, 15833, 16344, 16390, 16401, 16402, 16464, 16806, 16905, 16906, 16920, 17182, 17408, 17538, 17647, 18212, 18214, 18234, 18690, 18696, 18746, 18798, 19567, 19861, 20215, 20398, 20545"
"15" "QueryTreeNode.java" 55 "15, 744, 1205, 1263, 1285, 1892, 2093, 2975, 4163, 4452, 4702, 5132, 5249, 5388, 5575, 5919, 5928, 6018, 6053, 7166, 7410, 7617, 7821, 8749, 8810, 8822, 8880, 9236, 9296, 9458, 9549, 9673, 11115, 11502, 11657, 12124, 12698, 12922, 13736, 13845, 14659, 15183, 15626, 15635, 15713, 17240, 17403, 17480, 18221, 18278, 18385, 18403, 18717, 20543, 20652"
"16" "sqlgrammar.jj" 206 "16, 169, 204, 214, 255, 304, 365, 482, 677, 816, 914, 935, 1060, 1153, 1266, 1338, 1617, 1799, 1820, 1838, 1998, 2212, 2328, 2705, 2827, 2877, 2958, 3102, 3343, 3353, 3429, 3511, 3566, 3768, 3787, 3806, 3963, 4091, 4137, 4144, 4172, 4182, 4454, 4513, 4562, 4577, 4706, 5144, 5272, 5300, 5337, 5426, 5577, 5579, 5615, 5634, 5805, 5835, 5921, 5929, 5967, 6019, 6044, 6129, 6151, 6185, 6228, 6291, 6376, 6412, 6770, 6798, 6831, 6850, 6952, 7142, 7172, 7261, 7354, 7688, 7712, 7763, 8115, 8180, 8316, 8382, 8467, 8558, 8773, 8811, 8823, 8939, 8953, 8967, 8979, 9190, 9219, 9297, 9387, 9476, 9550, 9580, 9591, 9592, 9612, 9796, 9910, 9965, 9969, 9998, 10217, 10564, 10694, 10785, 10832, 10905, 11077, 11100, 11202, 11294, 11411, 11436, 11507, 11777, 11824, 11874, 11923, 12015, 12134, 12298, 12469, 12556, 12690, 12699, 12711, 12786, 12830, 13027, 13046, 13632, 13672, 13676, 13721, 13737, 13744, 13777, 13827, 13850, 13893, 14009, 14224, 14281, 14385, 14493, 14608, 14664, 14744, 14767, 14808, 15011, 15184, 15374, 15392, 15450, 15636, 15777, 15914, 16025, 16316, 16468, 16488, 16557, 16604, 16634, 16671, 16809, 16917, 17019, 17031, 17123, 17259, 17337, 17350, 17429, 17561, 18282, 18742, 19010, 19511, 19547, 19566, 19877, 19999, 20135, 20142, 20289, 20518, 20544, 20594, 20705, 20759, 20764, 20891, 20945, 20982, 21017"
"17" "StaticMethodCallNode.java" 52 "17, 489, 1207, 1267, 1888, 3103, 5118, 5338, 5353, 5675, 6055, 6758, 6773, 7764, 8458, 8518, 8626, 8635, 8701, 9116, 9261, 9270, 9298, 9469, 9911, 10001, 10647, 11078, 11672, 11963, 12700, 14291, 14311, 15051, 15833, 16344, 16390, 16402, 16906, 16920, 17408, 17538, 18214, 18234, 18696, 18746, 18798, 19567, 19861, 20215, 20398, 20545"
"18" "TypeCompilerFactoryImpl.java" 4 "18, 13851, 14666, 18763"
"19" "TypeId.java" 24 "19, 170, 1704, 1923, 3344, 3808, 6832, 6909, 8754, 8764, 9913, 10490, 10883, 12701, 13394, 14016, 14548, 14667, 15301, 15954, 16568, 18391, 19217, 19407"
"20" "UnaryOperatorNode.java" 42 "20, 199, 936, 1907, 1924, 1941, 3097, 3463, 3843, 5158, 5450, 5619, 5640, 5923, 6783, 6799, 7079, 7173, 7968, 8577, 8644, 8964, 9271, 11684, 12603, 13852, 14497, 14669, 15317, 15465, 15838, 16513, 16766, 16783, 16925, 16991, 17458, 18244, 18769, 19001, 19872, 20401"
"21" "Util.java" 190 "21, 112, 173, 222, 579, 597, 829, 910, 963, 1023, 1138, 1152, 1158, 1249, 1339, 1398, 1705, 1982, 2189, 2252, 2296, 2537, 2538, 2590, 2686, 2744, 2812, 2906, 2912, 2996, 2999, 3056, 3071, 3230, 3279, 3349, 3423, 3431, 3467, 3490, 3534, 3567, 3941, 3944, 3954, 4014, 4299, 4321, 4335, 4504, 4571, 4681, 4976, 5424, 5500, 5557, 5593, 5639, 5646, 5670, 5712, 5773, 5826, 5851, 6088, 6217, 6243, 6396, 6521, 6522, 6593, 6995, 7085, 7287, 7813, 8057, 8142, 8337, 8349, 8761, 8770, 8826, 8837, 8928, 9145, 9319, 9339, 9373, 9383, 9751, 9834, 9846, 9859, 9868, 10105, 10116, 10128, 10503, 10639, 10715, 10716, 10853, 10980, 11035, 11255, 11261, 11347, 11567, 11640, 11644, 11649, 11848, 11904, 11947, 11956, 12016, 12021, 12032, 12105, 12177, 12522, 12633, 12807, 12846, 13097, 13143, 13165, 13207, 13212, 13223, 13229, 13261, 13287, 13355, 13619, 13791, 14018, 14140, 14159, 14290, 14295, 14312, 14331, 14478, 14670, 14779, 14888, 14896, 14934, 15064, 15464, 15487, 15488, 15499, 15509, 15539, 15847, 15887, 16194, 16642, 17132, 17213, 17560, 17694, 17802, 17828, 17873, 17965, 17995, 18141, 18565, 18575, 18857, 18949, 18960, 19218, 19241, 19408, 19437, 19442, 19450, 19516, 19684, 19744, 19871, 19951, 19953, 20225, 20408, 20455"
"22" "EmbedClob.java" 70 "22, 107, 299, 882, 948, 1514, 1560, 1681, 2024, 2466, 2472, 2761, 3773, 3788, 3927, 4599, 4969, 5189, 5262, 5532, 5719, 5736, 6670, 6954, 7384, 7510, 7844, 8198, 8223, 8402, 8572, 8832, 9126, 9584, 9620, 10423, 10754, 10809, 11354, 11844, 12557, 12562, 13598, 13698, 13805, 13826, 13870, 14173, 14316, 14749, 15170, 15492, 15743, 16283, 16957, 17217, 17879, 18149, 18898, 18903, 18944, 19062, 19507, 19617, 20103, 20283, 20642, 20682, 20702, 20986"
"23" "testSecMec.java" 22 "23, 651, 2055, 2197, 2497, 2880, 3633, 4718, 5718, 5899, 6315, 6428, 7245, 8139, 8450, 9474, 10932, 11144, 11595, 12777, 19412, 19723"
"24" "testSecMec.out" 22 "24, 97, 2198, 2716, 2881, 3634, 4719, 5900, 6429, 7246, 7831, 8140, 8451, 9813, 10933, 12170, 12778, 17622, 19413, 19606, 19677, 19724"
"25" "GroupedAggregateResultSet.java" 9 "25, 1323, 1420, 1618, 5034, 5772, 6790, 11179, 15999"
"26" "ClientPooledConnection.java" 65 "26, 347, 519, 902, 1630, 1816, 2739, 3770, 4020, 4745, 5303, 5780, 5813, 6095, 6203, 6272, 7057, 7103, 7203, 7562, 7745, 7777, 8069, 8484, 8530, 9919, 10192, 10286, 10452, 10741, 10844, 11109, 11166, 11373, 11931, 12236, 12487, 12930, 12976, 13488, 13531, 13868, 13916, 13984, 14912, 15510, 15699, 16067, 16406, 16565, 16779, 17041, 17514, 17661, 17677, 17921, 18148, 18290, 19227, 19679, 19726, 19752, 19811, 20746, 20824"
"27" "Connection.java" 542 "26, 27, 72, 73, 88, 90, 124, 206, 258, 259, 347, 348, 349, 409, 410, 519, 520, 526, 534, 537, 548, 576, 802, 877, 902, 953, 983, 1077, 1131, 1162, 1235, 1280, 1287, 1289, 1290, 1314, 1315, 1316, 1486, 1510, 1515, 1630, 1633, 1635, 1684, 1687, 1751, 1816, 1930, 1943, 1980, 2002, 2005, 2133, 2250, 2318, 2349, 2360, 2400, 2415, 2467, 2473, 2598, 2677, 2739, 2740, 2741, 2856, 2962, 2994, 3089, 3152, 3153, 3277, 3283, 3485, 3574, 3770, 3771, 3855, 3897, 3979, 3980, 3981, 4020, 4021, 4026, 4028, 4103, 4286, 4323, 4327, 4518, 4579, 4593, 4600, 4625, 4640, 4688, 4690, 4745, 4746, 4756, 4781, 4788, 4807, 4859, 4902, 4915, 4916, 4917, 4985, 4986, 4998, 5042, 5184, 5186, 5190, 5195, 5303, 5334, 5376, 5533, 5697, 5710, 5733, 5734, 5765, 5780, 5782, 5784, 5786, 5788, 5813, 5814, 5817, 5830, 5867, 5949, 5950, 5952, 6095, 6096, 6097, 6111, 6114, 6170, 6179, 6187, 6203, 6204, 6205, 6211, 6245, 6247, 6272, 6329, 6332, 6333, 6335, 6465, 6612, 6646, 6685, 6720, 6837, 6864, 6867, 7009, 7010, 7057, 7062, 7099, 7103, 7104, 7115, 7120, 7130, 7144, 7194, 7196, 7203, 7204, 7207, 7210, 7213, 7228, 7340, 7516, 7562, 7566, 7572, 7629, 7635, 7636, 7745, 7747, 7777, 7778, 7779, 7828, 7880, 7964, 8035, 8037, 8043, 8069, 8073, 8106, 8224, 8300, 8301, 8354, 8355, 8366, 8375, 8376, 8389, 8440, 8484, 8485, 8486, 8530, 8536, 8560, 8574, 8759, 8833, 8945, 8971, 9055, 9057, 9064, 9095, 9133, 9146, 9223, 9224, 9225, 9303, 9305, 9337, 9363, 9374, 9478, 9614, 9615, 9919, 9920, 9921, 9922, 9954, 9995, 10007, 10112, 10113, 10169, 10180, 10192, 10220, 10257, 10258, 10259, 10286, 10350, 10355, 10369, 10380, 10452, 10597, 10598, 10741, 10743, 10744, 10745, 10746, 10844, 10845, 10848, 10849, 10859, 10860, 10861, 10871, 10873, 10875, 10876, 10886, 11055, 11057, 11058, 11072, 11079, 11093, 11095, 11096, 11106, 11109, 11110, 11111, 11166, 11171, 11373, 11374, 11379, 11382, 11389, 11453, 11571, 11588, 11602, 11692, 11710, 11826, 11830, 11905, 11931, 11932, 11933, 11936, 12112, 12117, 12129, 12173, 12174, 12182, 12236, 12237, 12270, 12290, 12355, 12454, 12482, 12487, 12488, 12490, 12491, 12622, 12647, 12707, 12821, 12930, 12931, 12935, 12937, 12976, 12977, 12988, 12993, 13003, 13159, 13296, 13402, 13488, 13489, 13492, 13493, 13531, 13532, 13549, 13565, 13627, 13654, 13682, 13809, 13868, 13916, 13917, 13923, 13931, 13934, 13945, 13984, 13985, 13986, 13990, 13992, 13993, 14209, 14258, 14274, 14278, 14298, 14328, 14357, 14509, 14515, 14576, 14578, 14579, 14586, 14678, 14772, 14793, 14912, 14914, 14916, 14919, 14940, 14951, 14955, 14987, 14988, 14989, 15235, 15290, 15378, 15422, 15503, 15510, 15512, 15517, 15551, 15699, 15700, 15703, 15704, 15945, 15968, 15970, 16067, 16068, 16069, 16340, 16353, 16406, 16407, 16408, 16410, 16477, 16565, 16649, 16655, 16779, 16967, 17020, 17041, 17043, 17053, 17113, 17201, 17235, 17238, 17330, 17419, 17514, 17515, 17516, 17568, 17570, 17572, 17661, 17662, 17663, 17677, 17680, 17682, 17684, 17741, 17749, 17786, 17860, 17921, 17922, 17984, 18068, 18148, 18290, 18291, 18293, 18294, 18812, 18813, 18891, 18893, 18923, 18924, 19031, 19072, 19078, 19081, 19104, 19227, 19228, 19232, 19233, 19276, 19286, 19355, 19462, 19463, 19465, 19513, 19600, 19627, 19679, 19680, 19681, 19726, 19728, 19729, 19730, 19732, 19747, 19752, 19756, 19765, 19768, 19778, 19811, 19898, 19917, 19964, 20028, 20101, 20107, 20112, 20136, 20264, 20383, 20434, 20487, 20525, 20742, 20746, 20747, 20750, 20751, 20777, 20795, 20824, 20825, 20837, 20842, 20854, 20882, 20907, 20910, 20917, 21038, 21039, 21044"
"28" "LuceneQueryVTI.java" 6 "28, 3708, 4952, 13347, 16224, 19322"
"29" "TriggerTest.java" 44 "29, 888, 1590, 1662, 2326, 2673, 2725, 2769, 2811, 3285, 3541, 3792, 4491, 4548, 5699, 6792, 6984, 7043, 7883, 8766, 9000, 9058, 10309, 10507, 11851, 12078, 13158, 13308, 13432, 13539, 13591, 13651, 13910, 14085, 14790, 15718, 16415, 17370, 19583, 20138, 20609, 20738, 20876, 20898"
"30" "ClassBuilder.java" 18 "30, 227, 2135, 5044, 5085, 5177, 10022, 10087, 13177, 14134, 16102, 16167, 16265, 16267, 17302, 18591, 18655, 19189"
"31" "ClassFormatOutput.java" 3 "31, 9761, 13181"
"32" "ClassHolder.java" 5 "32, 2111, 3027, 13182, 14092"
"33" "derbyrunjartest.java" 8 "33, 1353, 1577, 12099, 12118, 12717, 17389, 17490"
"34" "Derby151Test.java" 5 "34, 7854, 15165, 16560, 20809"
"35" "Activation.java" 42 "35, 36, 42, 43, 2131, 2305, 2306, 3147, 3261, 3430, 4220, 4957, 5020, 5642, 6657, 6843, 6844, 7587, 7837, 7838, 8567, 10332, 11349, 11582, 12155, 12156, 13016, 13017, 14337, 15994, 15995, 17154, 17202, 17325, 17717, 17891, 18004, 18423, 19492, 19739, 20208, 20375"
"36" "BaseActivation.java" 27 "36, 43, 2306, 3261, 4220, 4957, 5020, 6657, 6844, 7587, 7838, 8567, 10332, 11349, 11582, 12156, 13017, 14337, 15994, 17325, 17717, 17891, 18423, 19492, 19739, 20208, 20375"
"37" "BasicDependencyManager.java" 22 "37, 1188, 2940, 5336, 5357, 6559, 8460, 11533, 12747, 13035, 13745, 13758, 14277, 14282, 15430, 16377, 16978, 18513, 18811, 19101, 19797, 19937"
"38" "ConstraintDescriptor.java" 47 "38, 309, 841, 847, 856, 860, 861, 865, 866, 867, 1189, 2341, 2918, 3026, 3034, 3044, 3051, 3054, 3062, 3063, 3064, 3128, 3262, 4486, 4958, 6529, 9645, 10177, 10227, 10237, 10943, 11287, 11535, 11978, 12027, 12428, 13763, 14197, 16019, 16297, 17326, 17452, 17495, 17716, 17934, 18266, 18328"
"39" "GenericActivationHolder.java" 14 "39, 44, 2308, 4982, 5257, 6846, 8569, 10234, 13019, 15756, 16049, 18787, 19687, 20943"
"40" "GenericPreparedStatement.java" 32 "40, 46, 331, 2310, 2457, 3266, 3455, 3550, 4431, 4959, 4983, 5033, 5362, 5725, 7588, 7700, 8215, 9502, 10181, 10235, 12792, 14339, 14558, 14757, 15762, 17114, 17861, 18511, 18956, 19688, 20210, 20377"
"41" "DDMReader.java" 31 "41, 797, 1095, 1123, 2139, 3281, 3322, 4240, 4246, 4534, 4993, 6949, 6968, 7930, 8236, 9019, 11046, 11311, 11356, 12142, 12300, 12365, 14101, 14525, 15650, 16076, 16472, 19097, 20167, 20572, 20961"
"42" "GenericLanguageConnectionContext.java" 81 "45, 379, 613, 920, 1246, 1743, 1968, 2237, 2309, 2329, 2529, 3091, 3226, 3265, 3357, 3742, 3751, 5032, 5293, 5399, 5456, 5713, 6105, 6410, 7400, 7839, 7890, 8693, 8705, 8919, 9104, 9157, 9755, 9968, 9996, 10414, 10912, 11257, 11277, 11437, 11984, 12157, 12671, 12951, 13368, 13376, 13535, 13751, 13769, 14196, 14301, 14774, 15186, 15206, 15428, 15581, 15592, 15876, 16081, 17030, 17333, 17351, 17499, 17525, 17646, 17660, 17709, 17832, 17877, 17933, 18273, 18318, 18515, 19561, 19577, 19742, 20068, 20177, 20209, 20376, 20621"
"43" "LanguageConnectionContext.java" 138 "45, 47, 379, 383, 580, 613, 614, 920, 1246, 1334, 1743, 1744, 1968, 2237, 2309, 2311, 2329, 2330, 2529, 2530, 3091, 3226, 3227, 3265, 3357, 3742, 3743, 3751, 5032, 5292, 5293, 5399, 5456, 5713, 5714, 6105, 6410, 6411, 6551, 6851, 7400, 7839, 7840, 7890, 7892, 8516, 8693, 8694, 8705, 8706, 8919, 9104, 9105, 9157, 9278, 9755, 9968, 9996, 9997, 10414, 10415, 10707, 10912, 10913, 11257, 11277, 11437, 11630, 11984, 11988, 12157, 12158, 12176, 12624, 12671, 12848, 12951, 12952, 13368, 13369, 13376, 13378, 13535, 13751, 13769, 13772, 14147, 14196, 14301, 14774, 14776, 15186, 15188, 15206, 15428, 15429, 15581, 15592, 15595, 15876, 15877, 16081, 16418, 17030, 17155, 17333, 17351, 17352, 17499, 17502, 17525, 17635, 17646, 17660, 17709, 17712, 17832, 17877, 17878, 17933, 18273, 18318, 18319, 18352, 18365, 18515, 19561, 19577, 19742, 20068, 20177, 20209, 20211, 20259, 20376, 20378, 20621, 20624"
"44" "InListMultiProbeTest.java" 15 "48, 1414, 6466, 8720, 9947, 12096, 12732, 13397, 14933, 15784, 16450, 18489, 19494, 19598, 21043"
"45" "build.xml" 139 "49, 118, 134, 496, 733, 821, 1270, 1297, 1498, 1774, 1991, 2188, 2519, 2566, 2752, 2957, 3013, 3077, 3161, 3206, 3228, 3235, 3469, 3528, 3704, 3733, 3969, 4126, 4156, 4159, 4233, 4364, 4433, 4549, 4642, 4668, 4738, 5209, 5753, 5876, 5935, 6342, 6454, 6803, 6960, 7084, 7140, 7440, 7451, 7639, 7698, 7753, 7786, 8096, 8348, 8470, 8927, 9175, 9283, 9366, 9372, 9437, 9506, 9952, 9979, 10132, 10142, 10200, 10305, 10576, 10654, 10702, 10770, 10777, 10815, 11253, 11407, 11560, 11596, 11758, 12147, 12313, 12462, 12631, 12727, 13121, 13608, 14256, 14302, 14454, 14489, 14507, 15041, 15294, 15394, 15665, 15695, 15796, 15961, 16030, 16065, 16246, 16252, 16291, 16384, 16509, 17069, 17107, 17271, 17388, 17433, 17468, 17518, 17613, 17870, 17884, 17977, 18111, 18502, 18528, 18847, 19240, 19246, 19346, 19399, 19439, 19480, 19514, 19569, 19955, 20163, 20462, 20522, 20556, 20557, 20646, 20648, 20718, 20931"
"46" "GroupByTest.java" 9 "50, 2006, 3449, 4456, 6153, 11645, 13391, 16661, 20371"
"47" "ResultColumnList.java" 67 "51, 57, 363, 767, 932, 1142, 1187, 2095, 2701, 2728, 2825, 2876, 3439, 3478, 3814, 4703, 5136, 5251, 5517, 5858, 5920, 6388, 6762, 6958, 7167, 7347, 7559, 7594, 7618, 7684, 7910, 7990, 9081, 9238, 9267, 9328, 9428, 9909, 10152, 10242, 10563, 10792, 11575, 11731, 12686, 13743, 13846, 14572, 14660, 15045, 15312, 15711, 15910, 16629, 16637, 16912, 17017, 17140, 17307, 17405, 18224, 18478, 18726, 19812, 19876, 20768, 21013"
"48" "EmbedDatabaseMetaData.java" 41 "52, 373, 954, 2452, 2474, 2549, 2925, 3216, 3494, 4333, 5286, 5319, 5451, 5536, 5727, 6380, 7852, 8702, 9335, 10595, 10776, 11044, 11742, 11868, 12473, 12724, 13686, 14179, 14260, 14358, 15291, 15799, 17272, 17686, 17864, 18259, 18496, 19017, 20241, 20555, 20872"
"49" "metadata.out" 85 "53, 55, 233, 1039, 1065, 1448, 1604, 1807, 2216, 2293, 2294, 2689, 2926, 3218, 3295, 3466, 3521, 3931, 4291, 4292, 4470, 4472, 5408, 6191, 6210, 6278, 7476, 8408, 8428, 8991, 8993, 9050, 9051, 9089, 9090, 9288, 10480, 10582, 10615, 10617, 11448, 11793, 12262, 12399, 12475, 12477, 12501, 12511, 12513, 13553, 13687, 14171, 14180, 14629, 15205, 15645, 15751, 16090, 16482, 16548, 16640, 16885, 16943, 16944, 17701, 17867, 18260, 18314, 18315, 18326, 18937, 19260, 19932, 20001, 20002, 20025, 20027, 20267, 20311, 20612, 20674, 20873, 20874, 21021, 21023"
"50" "metadata.properties" 25 "54, 374, 2550, 3217, 3464, 5320, 6486, 8545, 8763, 11045, 11449, 12476, 12512, 13471, 13554, 13688, 14410, 15747, 15752, 17865, 18167, 19261, 20010, 20322, 20611"
"51" "odbc_metadata.out" 36 "55, 233, 1065, 1807, 2294, 2926, 3218, 3466, 4292, 4472, 5408, 8408, 8993, 9051, 9090, 9288, 10480, 10617, 12477, 12513, 14180, 14629, 15645, 16090, 16482, 16944, 17701, 17867, 18260, 18315, 20002, 20025, 20027, 20612, 20874, 21023"
"52" "ResultColumn.java" 57 "56, 1206, 1264, 1898, 2700, 2824, 3201, 3438, 3460, 3813, 4265, 5046, 5135, 5250, 5612, 5857, 6054, 6146, 6307, 6761, 6935, 7989, 8629, 9144, 9237, 9266, 9273, 10025, 10791, 11729, 11962, 12739, 12923, 13709, 14352, 14571, 15044, 15311, 15390, 15828, 15909, 16071, 16105, 16911, 17306, 17404, 18223, 18404, 18470, 18477, 18594, 18725, 19137, 19997, 20667, 20672, 20767"
"53" "SelectNode.java" 79 "58, 168, 675, 913, 934, 1265, 1852, 1900, 2097, 2704, 2826, 3185, 3461, 3526, 3736, 4143, 4191, 4453, 4490, 4705, 5139, 5253, 5298, 5576, 5613, 5729, 5837, 5966, 6290, 6309, 6766, 7170, 7192, 7487, 7626, 8113, 8314, 9082, 9240, 9611, 9779, 9794, 10784, 10904, 11505, 11775, 12005, 12297, 12465, 12555, 12586, 13045, 13849, 14366, 14371, 14663, 15027, 15313, 15912, 16250, 16466, 16638, 16858, 16914, 16946, 17407, 17819, 17875, 18229, 18521, 18574, 18734, 19068, 19269, 19856, 19998, 20251, 20592, 20757"
"54" "messages_de_DE.properties" 64 "59, 394, 586, 601, 1209, 1218, 1422, 1644, 2175, 2628, 3304, 3393, 4257, 4393, 4864, 5466, 5938, 6069, 6343, 6352, 6455, 6807, 7428, 7545, 7797, 7865, 8011, 8414, 9002, 9625, 9633, 9678, 9686, 9800, 10293, 10461, 10548, 10674, 12186, 12279, 13572, 13796, 14062, 14234, 14457, 14549, 14633, 14708, 15328, 15682, 16003, 16301, 16523, 16571, 16725, 16999, 17546, 17907, 18544, 18823, 19712, 20044, 20796, 21025"
"55" "messages_es.properties" 64 "60, 395, 587, 602, 1210, 1219, 1423, 1645, 2176, 2630, 3305, 3394, 4258, 4394, 4865, 5467, 5939, 6070, 6344, 6353, 6456, 6808, 7429, 7546, 7799, 7866, 8012, 8415, 9003, 9626, 9634, 9679, 9687, 9801, 10294, 10462, 10549, 10675, 12187, 12280, 13573, 13797, 14063, 14235, 14458, 14550, 14634, 14709, 15329, 15683, 16004, 16302, 16524, 16572, 16726, 17000, 17547, 17908, 18546, 18824, 19713, 20045, 20797, 21026"
